CompanyId,FactoryId,AreaId,OrderType,OrderName,OrderCode,ProductName,ProductCode,ProductModel,ProductStandardTime,JobTableName,PlanCount,CompletedCount,NgStepCount,WorkTime,Result,StartTime,EndTime,UserCode,UserName,Information,TorqueData,RotationTimeData,RotationAngleData,TraceData,ScrewSpecData,ProductVersion,BomSetName,BomSetCode,BomSetVersion,ProductInformation,CustomInformation,JobId,CommentData,PartsData
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4994,青岛四方智能作业台,0,0,8,261,9,2019-06-11 19:28:34.000,2019-06-11 19:33:55.000,Admin,Administrator,,,,,,3:贴双面胶1-4:美工刀::2::1:;4:切割贴双面胶1-4:美工刀::2::1:;6:双面贴银浆线保护胶带:美工刀::2::1:;8:取安装板安装护边:美工刀::2::1:;12:紫光固化:紫光灯::9::1:;14:液晶屏贴植绒布1-4（2层），裁切:美工刀::2::1:;16:固定至安装板:十字刀头::3::1:,a,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0001,1:取面板撕PE膜:1:无评论;9:液晶屏贴植绒布1-4（2层），裁切:1:无评论,1:1:331180000443300:1:取面板撕PE膜:;3:1:460069020050013:1:贴双面胶1-4:;5:1:500000310410002 :1:取触摸屏去包装:;8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:;10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:;13:1:331180000443400 :1:取安装板安装护边:;13:2:460062000000003 :1:取安装板安装护边:;14:1:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:;16:1:310011020403000 :4:固定至安装板:;17:1:500000103620003:1:取驱动板:
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4994,青岛四方智能作业台,0,0,9,457,9,2019-06-11 19:28:34.000,2019-06-11 19:40:31.000,Admin,Administrator,,,,,,3:贴双面胶1-4:美工刀::2::1:;4:切割贴双面胶1-4:美工刀::2::1:;6:双面贴银浆线保护胶带:美工刀::2::1:;8:取安装板安装护边:美工刀::2::1:;12:紫光固化:紫光灯::9::1:;14:液晶屏贴植绒布1-4（2层），裁切:美工刀::2::1:;16:固定至安装板:十字刀头::3::1:;18:安装触摸控制卡:电动螺丝刀::1::2:;20:安装AD板:电动螺丝刀::1::4:;25:前面板安装复位按钮并点胶:尖嘴钳::4::1:,a,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0001,1:取面板撕PE膜:1:无评论;9:液晶屏贴植绒布1-4（2层），裁切:1:无评论;23:紫光固化:1:无评论,1:1:331180000443300:1:取面板撕PE膜:;3:1:460069020050013:1:贴双面胶1-4:;5:1:500000310410002 :1:取触摸屏去包装:;8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:;10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:;13:1:331180000443400 :1:取安装板安装护边:;13:2:460062000000003 :1:取安装板安装护边:;14:1:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:;16:1:310011020403000 :4:固定至安装板:;17:1:500000103620003:1:取驱动板:;18:1:310011030603001 :2:安装触摸控制卡:;19:1:500000150010003 :1:取AD板:;20:1:310011030603002 :4:安装AD板:;21:1:500000222120033:1:接连接线及扎带座:;21:2:500000222120032:1:接连接线及扎带座:;25:1:460060219850001 :1:前面板安装复位按钮并点胶:
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4994,青岛四方智能作业台,1,1,9,958,2,2019-06-11 19:28:34.000,2019-06-11 19:49:17.000,Admin,Administrator,,,,,,3:贴双面胶1-4:美工刀::2::1:;4:切割贴双面胶1-4:美工刀::2::1:;6:双面贴银浆线保护胶带:美工刀::2::1:;8:取安装板安装护边:美工刀::2::1:;12:紫光固化:紫光灯::9::1:;14:液晶屏贴植绒布1-4（2层），裁切:美工刀::2::1:;16:固定至安装板:十字刀头::3::1:;18:安装触摸控制卡:电动螺丝刀::1::2:;20:安装AD板:电动螺丝刀::1::4:;25:前面板安装复位按钮并点胶:尖嘴钳::4::1:;27:紫光固化:紫光灯::9::1:;29:安装USB线:电动螺丝刀::1::4:;31:液晶屏清除PE膜，清洁除尘:风枪::5::1:;32:套筒安装:5.5套筒::6::1:;33:安装板固定至面板:电动螺丝刀::1::7:;34:接VGA线，232线至DB9安装板:电动螺丝刀::1::8:;35:线缆整理，绑扎带:斜口钳::7::1:;36:DB9安装板固定到显示屏后壳:电动螺丝刀::1::4:;37:固定小扎线座，整理线束:电动螺丝刀::1::5:;39:紫光灯固化:紫光灯::9::1:;40:固定至显示器后壳:电动螺丝刀::1::7:;42:安装散热片至电源模块:电动螺丝刀::1::4:;47:更换VGA螺柱:5.5套筒::6::1:;48:安装内存条::::::;49:安装MSATA卡:电动螺丝刀::1::2:;50:接USB，固定VGA，接网线电源线:电动螺丝刀::1::1:;51:固定CPU:5.5套筒::6::1:;52:接口安装至后壳:电动螺丝刀::1::8:;53:整理线束:斜口钳::7::1:;55:紫光固化:紫光灯::9::1:;58:显示屏和主机组装:电动螺丝刀::1::4:;59:接地柱安装螺母:8套筒::8::1:,a,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0001,1:取面板撕PE膜:1:无评论;9:液晶屏贴植绒布1-4（2层），裁切:1:无评论;23:紫光固化:1:无评论;30:安装网口:1:无评论;30:安装网口:2:无评论;44:电源板安装至电路板外壳:1:无评论;56:装配安装板:1:无评论;61:外观检查:1:无评论,1:1:331180000443300:1:取面板撕PE膜:;3:1:460069020050013:1:贴双面胶1-4:;5:1:500000310410002 :1:取触摸屏去包装:;8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:;10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:;13:1:331180000443400 :1:取安装板安装护边:;13:2:460062000000003 :1:取安装板安装护边:;14:1:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:;16:1:310011020403000 :4:固定至安装板:;17:1:500000103620003:1:取驱动板:;18:1:310011030603001 :2:安装触摸控制卡:;19:1:500000150010003 :1:取AD板:;20:1:310011030603002 :4:安装AD板:;21:1:500000222120033:1:接连接线及扎带座:;21:2:500000222120032:1:接连接线及扎带座:;25:1:460060219850001 :1:前面板安装复位按钮并点胶:;29:1:701042000001100 :2:安装USB线:;29:2:310014308003000 :4:安装USB线:;33:1:331180000444000 :7:安装板固定至面板:;34:1:500000222120031 :1:接VGA线，232线至DB9安装板:;34:2:310014308003000 :8:接VGA线，232线至DB9安装板:;34:3:300093001000300 :8:接VGA线，232线至DB9安装板:;34:4:310051030021001 :8:接VGA线，232线至DB9安装板:;34:5:500000222120030:1:接VGA线，232线至DB9安装板:;34:6:331180000443600 :1:接VGA线，232线至DB9安装板:;35:1:460022025100003 :1:线缆整理，绑扎带:;36:1:310014308003000 :4:DB9安装板固定到显示屏后壳:;36:2:331180000443500:1:DB9安装板固定到显示屏后壳:;37:1:310011030603001 :5:固定小扎线座，整理线束:;40:1:310014308003000 :7:固定至显示器后壳:;41:1:331180000444100:1:取用散热片并涂抹硅脂:;41:2:701050000477100 :1:取用散热片并涂抹硅脂:;47:1:310098406051101 :2:更换VGA螺柱:;48:1:500001852710002 :1:安装内存条:;49:1:500000200832001 :1:安装MSATA卡:;49:2:310011020403000 :2:安装MSATA卡:;50:1:310011030603001 :2:接USB，固定VGA，接网线电源线:;50:2:701042000001100 :1:接USB，固定VGA，接网线电源线:;50:3:440028100069000 :2:接USB，固定VGA，接网线电源线:;51:1:310031030041000 :6:固定CPU:;52:1:310014308003000 :8:接口安装至后壳:;52:2:310051030021001 :8:接口安装至后壳:;52:3:300093001000300 :8:接口安装至后壳:;52:4:310098406051000 :2:接口安装至后壳:;53:1:460022025100003 :1:整理线束:;58:1:310011041003001 :4:显示屏和主机组装:;59:1:310031050001000 :1:接地柱安装螺母:;59:2:310041050000000 :1:接地柱安装螺母:
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4994,青岛四方智能作业台,1,1,1,55,9,2019-06-11 19:52:02.000,2019-06-11 19:52:57.000,Admin,Administrator,,,,,,,2,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0002,,
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4994,青岛四方智能作业台,1,1,1,2,9,2019-06-11 20:05:03.000,2019-06-11 20:05:05.000,Admin,Administrator,,,,,,,2,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0002,1:取面板撕PE膜:1:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏,444,444,5,青岛四方智能作业台,1,1,1,106,9,2019-06-11 20:07:13.000,2019-06-11 20:08:59.000,Admin,Administrator,,,,,,1:1::98:::1:,6,青岛四方监控屏,211210000439300,V19,,,13-20190611184616-0002,2:9:1:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4844,青岛四方智能作业台,1,1,1,177,9,2019-06-11 20:45:29.000,2019-06-11 20:48:26.000,Admin,Administrator,,,,,,31:紫光固化::99::::;33:安装USB线:电动螺丝刀::1::4:,99,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0002,30:紫光固化:1:无评论,33:1:701042000001100 :2:安装USB线:;33:2:310014308003000 :4:安装USB线:
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4844,青岛四方智能作业台,1,1,1,43833,9,2019-06-11 20:49:03.000,2019-06-12 09:00:34.000,Admin,Administrator,,,,,,3:贴双面胶1-4:美工刀::2::1:;4:切割贴双面胶1-4:美工刀::2::1:;6:双面贴银浆线保护胶带:美工刀::2::1:;8:取安装板安装护边:美工刀::2::1:;9:液晶屏贴植绒布1-4（2层），裁切:美工刀::2::1:;12:紫光固化:紫光灯:98:9::1:;14:紫光固化:紫光灯:99:9::1:,999,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0002,1:取面板撕PE膜:1:无评论;1:取面板撕PE膜:2:无评论;34:安装网口:1:无评论;34:安装网口:2:无评论;34:安装网口:3:无评论;10:接LVDS线、液晶屏驱动线:1:无评论;16:液晶屏贴植绒布1-4（2层），裁切:1:无评论;16:液晶屏贴植绒布1-4（2层），裁切:2:无评论,1:1:331180000443300:1:取面板撕PE膜:;3:1:460069020050013:1:贴双面胶1-4:;5:1:500000310410002 :1:取触摸屏去包装:;8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:;9:1:500000315440005 :1:液晶屏贴植绒布1-4（2层），裁切:;9:2:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:;10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:;15:1:331180000443400 :1:取安装板安装护边:;15:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,2,,,四方监控屏2,555,555,4844,青岛四方智能作业台,1,1,2,44030,9,2019-06-11 20:49:03.000,2019-06-12 09:15:59.000,Admin,Administrator,,,,,,3:贴双面胶1-4:美工刀::2::1:;4:切割贴双面胶1-4:美工刀::2::1:;6:双面贴银浆线保护胶带:美工刀::2::1:;8:取安装板安装护边:美工刀::2::1:;9:液晶屏贴植绒布1-4（2层），裁切:美工刀::2::1:;12:紫光固化:紫光灯:98:9::1:;14:紫光固化:紫光灯:99:9::1:,999,青岛四方监控屏,211210000439300,V19,,,16-20190611192834-0002,1:取面板撕PE膜:1:无评论;1:取面板撕PE膜:2:无评论;34:安装网口:1:无评论;34:安装网口:2:无评论;34:安装网口:3:无评论;34:安装网口:4:无评论;10:接LVDS线、液晶屏驱动线:1:无评论;16:液晶屏贴植绒布1-4（2层），裁切:1:无评论;16:液晶屏贴植绒布1-4（2层），裁切:2:无评论;16:液晶屏贴植绒布1-4（2层），裁切:3:无评论,1:1:331180000443300:1:取面板撕PE膜:;3:1:460069020050013:1:贴双面胶1-4:;5:1:500000310410002 :1:取触摸屏去包装:;8:1:331180000443400 :1:取安装板安装护边:;8:2:460062000000003 :1:取安装板安装护边:;9:1:500000315440005 :1:液晶屏贴植绒布1-4（2层），裁切:;9:2:460069010000005:1:液晶屏贴植绒布1-4（2层），裁切:;10:1:500000222120029 :1:接LVDS线、液晶屏驱动线:;10:2:500000222120047 :1:接LVDS线、液晶屏驱动线:;15:1:331180000443400 :1:取安装板安装护边:;15:2:460062000000003 :1:取安装板安装护边:
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,1,3,9,2019-06-20 15:04:05.000,2019-06-20 15:04:08.000,Admin,Administrator,,,,,,,9,青岛四方监控屏,211210000439300,5,,,16-20190620144801-0001,4:取触摸屏去包装:1:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,2,6,9,2019-06-20 15:04:05.000,2019-06-20 15:05:18.000,Admin,Administrator,,,,,,,3,青岛四方监控屏,211210000439300,5,,,16-20190620144801-0001,4:取触摸屏去包装:1:无评论;4:取触摸屏去包装:2:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,4,6017,9,2019-06-20 16:08:46.000,2019-06-20 17:40:52.000,Admin,Administrator,,,,,1:21121000027931000266:::扫码工单号记录信息;15:18L6566:::扫码记录信息;18:SNV39AV17B061388:::扫码记录信息;42:31119031940301985:::取用电源模块并涂抹硅脂,3:贴双面胶1-4:美工刀::3::1:;5:双面贴银浆线保护胶带:美工刀::3::1:;7:液晶屏贴植绒布1-4（2层），裁切:美工刀::3::1:;10:紫光固化:紫光灯:98:9::1:;13:固定至安装板:风枪:96:5::1:;16:安装驱动卡:电动螺丝刀0.75NM::2::2:;19:安装AD板:电动螺丝刀0.75NM:97:2::4:;23:紫光固化:紫光灯:98:9::1:;25:放置前面板，并锁付各个接口:电动螺丝刀0.75NM:97:2::4:;27:拧紧并点胶复位按钮:尖嘴钳::4::1:;28:紫光固化:紫光灯:98:9::1:;29:液晶屏清除PE膜，清洁除尘:风枪::5::1:;31:安装板固定至前面板::::::;35:DB9安装板锁付:电动螺丝刀0.75NM:97:2::8:;36:插接线缆，绑扎带:斜口钳:97:7::1:;39:紫光灯固化:紫光灯:98:9::1:;40:DB9安装板固定到显示屏后壳:电动螺丝刀0.75NM:97:2::3:,4,青岛四方监控屏,211210000439300,7,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;20:拍照比对:1:无评论;26:锁付网口:1:无评论;26:锁付网口:2:无评论;30:安装显示屏并插接固定银浆线:1:无评论;33:摆放螺母到治具:1:无评论;33:摆放螺母到治具:2:无评论;33:摆放螺母到治具:3:无评论;34:摆放接口:1:无评论;34:摆放接口:2:无评论;34:摆放接口:3:无评论;35:DB9安装板锁付:1:无评论;36:插接线缆，绑扎带:1:无评论;37:固定小扎线座:1:无评论;41:液晶屏固定至显示器后壳:1:无评论;43:固定散热片:1:无评论;43:固定散热片:2:无评论;44:固定电源模块:1:无评论;44:固定电源模块:2:无评论,2:1:500000310410002:1:取面板 外观检查:;3:1:460069020050013:1:贴双面胶1-4:;4:1:500000310410002:1:取触摸屏去包装:;7:1:500000315440005:1:液晶屏贴植绒布1-4（2层），裁切:;7:2:460069010000005:4:液晶屏贴植绒布1-4（2层），裁切:;8:1:500000222120029:1:接LVDS线、液晶屏驱动线:;8:2:500000222120033:1:接LVDS线、液晶屏驱动线:;9:1:M000002058369:1:打胶固定:;11:1:331180000443400:1:取安装板安装护边:;11:2:460062000000003:2:取安装板安装护边:;12:1:500000222120047:1:安装板穿线:;13:1:310011020403000:4:固定至安装板:;14:1:500000103620003:1:取驱动卡:;16:1:310011030603001:2:安装驱动卡:;17:1:500000150010003:1:取AD板:;19:1:310011030603002:4:安装AD板:;22:1:M000002058369:1:点胶:;24:1:460060219850001:1:取用接口放到2#治具上:;24:2:USB1:1:取用接口放到2#治具上:;24:3:440028900069000:1:取用接口放到2#治具上:;25:1:310014308003000:4:放置前面板，并锁付各个接口:;31:1:331180000444000:7:安装板固定至前面板:;33:1:300093001000300:8:摆放螺母到治具:;34:1:500000222120031:1:摆放接口:;34:2:701042000001100:1:摆放接口:;34:3:440028900069000:1:摆放接口:;35:1:331180000443600:1:DB9安装板锁付:;35:2:310014308003000:8:DB9安装板锁付:;36:1:460022025100003:6:插接线缆，绑扎带:;38:1:M000002058369:1:连接器打胶并放入UV照射区域:;40:1:310014308003000:3:DB9安装板固定到显示屏后壳:;40:2:331180000443500:1:DB9安装板固定到显示屏后壳:;42:1:331180000444100:1:取用电源模块并涂抹硅脂:;42:2:701050000477100:1:取用电源模块并涂抹硅脂:
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,1,9,9,2019-06-20 18:07:02.000,2019-06-20 18:07:11.000,Admin,Administrator,,,,,,,8,青岛四方监控屏,211210000439300,17,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,2,44,9,2019-06-20 18:07:02.000,2019-06-20 18:41:29.000,Admin,Administrator,,,,,,,44,青岛四方监控屏,211210000439300,18,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;1:扫码工单号记录信息:2:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,3,59,9,2019-06-20 18:07:02.000,2019-06-20 18:43:45.000,Admin,Administrator,,,,,,,7,青岛四方监控屏,211210000439300,18,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;1:扫码工单号记录信息:2:无评论;1:扫码工单号记录信息:3:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,4,76,9,2019-06-20 18:07:02.000,2019-06-20 18:53:59.000,Admin,Administrator,,,,,,,9,青岛四方监控屏,211210000439300,18,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;1:扫码工单号记录信息:2:无评论;1:扫码工单号记录信息:3:无评论;1:扫码工单号记录信息:4:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,5,84,9,2019-06-20 18:07:02.000,2019-06-20 18:55:02.000,Admin,Administrator,,,,,,,p,青岛四方监控屏,211210000439300,18,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;1:扫码工单号记录信息:2:无评论;1:扫码工单号记录信息:3:无评论;1:扫码工单号记录信息:4:无评论;1:扫码工单号记录信息:5:无评论,
A,A,ASK-PC-0002,2,,,四方监控屏111,555,555,3491,青岛四方智能作业台,0,0,13,3722,9,2019-06-20 18:07:02.000,2019-06-20 19:57:30.000,Admin,Administrator,,,,,1:21121000027931000276:::扫码工单号记录信息;15:18L6566:::扫码记录信息;18:SNV39AV17B061388:::扫码记录信息;42:31119031940601994:::取用电源模块并涂抹硅脂;50:511190321369 190326000124:::扫码记录信息,3:贴双面胶1-4:美工刀::3::1:;5:双面贴银浆线保护胶带:美工刀::3::1:;7:液晶屏贴植绒布1-4（2层），裁切:美工刀::3::1:;10:紫光固化:紫光灯:98:9::1:;13:固定至安装板:风枪:96:5::1:;16:安装驱动卡:电动螺丝刀0.75NM::2::2:;19:安装AD板:电动螺丝刀0.75NM:97:2::4:;23:紫光固化:紫光灯:98:9::1:;25:锁付网口:电动螺丝刀0.75NM::2::6:;26:拧紧并点胶复位按钮:尖嘴钳::4::1:;27:紫光固化:紫光灯:98:9::1:;28:液晶屏清除PE膜，清洁除尘:风枪::5::1:;31:安装板固定至前面板::::::;35:DB9安装板锁付:电动螺丝刀0.75NM:97:2::8:;36:插接线缆，绑扎带:斜口钳:97:7::1:;39:紫光灯固化:紫光灯:98:9::1:;40:DB9安装板固定到显示屏后壳:电动螺丝刀0.75NM:97:2::3:;41:液晶屏固定至显示器后壳:电动螺丝刀0.75NM:97:2::7:;43:固定散热片:电动螺丝刀0.75NM:97:2::4:;44:固定电源模块:电动螺丝刀0.75NM::2::4:;47:安装网线1，485线:尖嘴钳::4::1:;51:CPU安装MSATA卡，并锁付::96::::,p,青岛四方监控屏,211210000439300,18,,,16-20190620144801-0001,1:扫码工单号记录信息:1:无评论;1:扫码工单号记录信息:2:无评论;1:扫码工单号记录信息:3:无评论;1:扫码工单号记录信息:4:无评论;1:扫码工单号记录信息:5:无评论;1:扫码工单号记录信息:6:无评论;20:拍照比对:1:无评论;20:拍照比对:2:无评论;21:接连接线:1:无评论;21:接连接线:2:无评论;21:接连接线:3:无评论;21:接连接线:4:无评论;21:接连接线:5:无评论;21:接连接线:6:无评论;37:固定小扎线座:1:无评论;41:液晶屏固定至显示器后壳:1:无评论;52:更换VGA螺柱，并接VGA线:1:无评论,2:1:500000310410002:1:取面板 外观检查:;3:1:460069020050013:1:贴双面胶1-4:;4:1:500000310410002:1:取触摸屏去包装:;7:1:500000315440005:1:液晶屏贴植绒布1-4（2层），裁切:;7:2:460069010000005:4:液晶屏贴植绒布1-4（2层），裁切:;8:1:500000222120029:1:接LVDS线、液晶屏驱动线:;8:2:500000222120033:1:接LVDS线、液晶屏驱动线:;9:1:M000002058369:1:打胶固定:;11:1:331180000443400:1:取安装板安装护边:;11:2:460062000000003:2:取安装板安装护边:;12:1:500000222120047:1:安装板穿线:;13:1:310011020403000:4:固定至安装板:;14:1:500000103620003:1:取驱动卡:;16:1:310011030603001:2:安装驱动卡:;17:1:500000150010003:1:取AD板:;19:1:310011030603002:4:安装AD板:;22:1:M000002058369:1:点胶:;24:1:460060219850001:1:安装复位按钮到前面板:;25:1:310011251003000:2:锁付网口:;25:2:310014308003000:4:锁付网口:;25:3:USB1:1:锁付网口:;25:4:440028900069000:1:锁付网口:;31:1:331180000444000:7:安装板固定至前面板:;33:1:300093001000300:8:摆放螺母到治具:;33:2:310051030021001:8:摆放螺母到治具:;34:1:500000222120031:1:摆放接口:;35:1:331180000443600:1:DB9安装板锁付:;35:2:310014308003000:8:DB9安装板锁付:;36:1:460022025100003:6:插接线缆，绑扎带:;38:1:M000002058369:1:连接器打胶并放入UV照射区域:;40:1:310014308003000:3:DB9安装板固定到显示屏后壳:;40:2:331180000443500:1:DB9安装板固定到显示屏后壳:;41:1:310014308003000:7:液晶屏固定至显示器后壳:;42:1:331180000444100:1:取用电源模块并涂抹硅脂:;42:2:701050000477100:1:取用电源模块并涂抹硅脂:;43:1:310011031003002:4:固定散热片:;44:1:310011030603002:4:固定电源模块:;44:2:331180000443800:1:固定电源模块:;45:1:500000256398010:1:CPU散热片涂抹硅脂:;47:1:HOUKEXIAN:1:安装网线1，485线:;47:2:4400281000690001:1:安装网线1，485线:;48:1:500001852710002:1:CPU安装内存卡:;49:1:500000200832001:1:取用MASATA卡:;51:1:310011020403000:2:CPU安装MSATA卡，并锁付:;53:1:4400281000690002:1:插接USB线2和网线2:;53:2:701042000001100:1:插接USB线2和网线2:;54:1:300093001000300:8:螺帽垫片摆放治具:;54:2:310051030021001:8:螺帽垫片摆放治具:
